LABEL_POOL; DESCR_POOL; HOST; nCPU_HOST; MEMORIA_TOTAL_HOST(GB); MEMORIA_LIVRE_HOST(GB); MEMORIA_USADA_HOST(GB); nCPU_VM; MEMORIA_VM(GB); VM ATIVA; VM DESATIVADA
LABEL_POOL;Subtotal_Pool;;;;;;;;;
LABEL_POOL;Subtotal_Pool;;;;;;;;;
;;;;;;;;;;
;Total Geral Pool;0;;;;;;;;
